"ALERT_ID","ALERT_TYPE","SEVERITY","DESCRIPTION","DOCUMENT_IDS","STATUS","ASSIGNED_TO","CREATED_AT","RESOLVED_AT","RESOLUTION_NOTES","BL_ID","DETECTED_AT","AI_RISK_ASSESSMENT","AI_RECOMMENDED_ACTION","AI_DECISION_REASON","AI_ANALYZED_AT"
879,"HIGH_VALUE_ANOMALY","HIGH","Charges $8666 exceed the 99th percentile $8409 on EGLV04225","","RESOLVED","","2026-08-01 23:36:24.630","2026-08-01 23:36:40.137","AUTO-BLOCKED by AI decision. Reason: Cost per kg ($2.0415) exceeds 5x the peer median ($0.2558).",4219,"2026-08-01 23:36:24.630","The cost per kg of $2.0415 exceeds the peer median by more than 5 times, which is a significant anomaly. Both counterparties are recognizable real businesses, and there are no sanctions matches.","BLOCK","Cost per kg ($2.0415) exceeds 5x the peer median ($0.2558).","2026-08-01 23:36:38.265"
880,"HIGH_VALUE_ANOMALY","MEDIUM","Charges $8664 exceed the 99th percentile $8409 on CAXU00472","","RESOLVED","","2026-08-01 23:36:24.630","2026-08-02 00:33:27.604","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognizable real businesses.",462,"2026-08-01 23:36:24.630","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN), sanctions matches (0), and recognizable counterparties (Toyota Vietnam and Asian Foods LLC). The cost per kg is $0.3102, which is 1.21x the peer median of $0.2558, and both counterparties are recognizable real businesses with no sanctions matches.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognizable real businesses.","2026-08-02 00:33:26.260"
865,"COST_PER_KG_ANOMALY","HIGH","Cost/kg $2.755 is more than 5x the peer median $0.2558 on EGLV07578","","RESOLVED","","2026-08-01 23:36:24.242","2026-08-01 23:36:46.795","AUTO-BLOCKED by AI decision. Reason: Cost per kg ($2.755) exceeds 5x the peer median ($0.2558).",7572,"2026-08-01 23:36:24.242","The cost per kg of $2.755 exceeds the peer median by more than 5 times, which is a significant anomaly. The sanctions screening is clear, but the cost discrepancy is a major red flag.","BLOCK","Cost per kg ($2.755) exceeds 5x the peer median ($0.2558).","2026-08-01 23:36:45.060"
866,"COST_PER_KG_ANOMALY","HIGH","Cost/kg $2.7405 is more than 5x the peer median $0.2558 on OOLU03704","","RESOLVED","","2026-08-01 23:36:24.242","2026-08-01 23:36:53.619","AUTO-BLOCKED by AI decision. Reason: Cost per kg ($2.7405) exceeds 5x the peer median ($0.2558).",3694,"2026-08-01 23:36:24.242","The cost per kg of $2.7405 exceeds the peer median by more than 5 times, which is a significant anomaly. Both counterparties are recognizable real businesses, and there are no sanctions matches.","BLOCK","Cost per kg ($2.7405) exceeds 5x the peer median ($0.2558).","2026-08-01 23:36:51.874"
867,"COST_PER_KG_ANOMALY","HIGH","Cost/kg $2.7212 is more than 5x the peer median $0.2558 on OOLU02469","","RESOLVED","","2026-08-01 23:36:24.242","2026-08-01 23:37:00.518","AUTO-BLOCKED by AI decision. Reason: Cost per kg ($2.7212) exceeds 5x the peer median ($0.2558).",2459,"2026-08-01 23:36:24.242","The cost per kg of $2.7212 exceeds the peer median by more than 5 times, which is a significant anomaly. Both counterparties are recognizable real businesses, and there are no sanctions matches.","BLOCK","Cost per kg ($2.7212) exceeds 5x the peer median ($0.2558).","2026-08-01 23:36:58.716"
868,"COST_PER_KG_ANOMALY","HIGH","Cost/kg $2.7124 is more than 5x the peer median $0.2558 on MAEU09993","","RESOLVED","","2026-08-01 23:36:24.242","2026-08-01 23:37:07.429","AUTO-BLOCKED by AI decision. Reason: Cost per kg ($2.7124) exceeds 5x the peer median ($0.2558).",9987,"2026-08-01 23:36:24.242","The cost per kg of $2.7124 exceeds the peer median by more than 5x ($0.2558 * 5 = $1.279). Both counterparties are recognizable real businesses and there are no sanctions matches.","BLOCK","Cost per kg ($2.7124) exceeds 5x the peer median ($0.2558).","2026-08-01 23:37:05.700"
869,"COST_PER_KG_ANOMALY","HIGH","Cost/kg $2.6736 is more than 5x the peer median $0.2558 on EGLV01221","","RESOLVED","","2026-08-01 23:36:24.242","2026-08-01 23:41:01.510","AUTO-BLOCKED by AI decision. Reason: Cost per kg ($2.6736) exceeds 5x the peer median ($0.2558).",1211,"2026-08-01 23:36:24.242","The cost per kg ($2.6736) exceeds 5x the peer median ($0.2558), indicating a significant anomaly in pricing.","BLOCK","Cost per kg ($2.6736) exceeds 5x the peer median ($0.2558).","2026-08-01 23:40:59.596"
870,"COST_PER_KG_ANOMALY","HIGH","Cost/kg $2.6564 is more than 5x the peer median $0.2558 on YMLU03616","","RESOLVED","","2026-08-01 23:36:24.242","2026-08-01 23:41:08.488","AUTO-BLOCKED by AI decision. Reason: Cost per kg ($2.6564) exceeds 5x the peer median ($0.2558).",3606,"2026-08-01 23:36:24.242","The cost per kg ($2.6564) exceeds 5x the peer median ($0.2558), indicating a significant anomaly in pricing.","BLOCK","Cost per kg ($2.6564) exceeds 5x the peer median ($0.2558).","2026-08-01 23:41:06.666"
871,"COST_PER_KG_ANOMALY","HIGH","Cost/kg $2.6551 is more than 5x the peer median $0.2558 on EGLV02152","","RESOLVED","","2026-08-01 23:36:24.242","2026-08-01 23:41:16.753","AUTO-BLOCKED by AI decision. Reason: Cost per kg ($2.6551) exceeds 5x the peer median ($0.2558).",2142,"2026-08-01 23:36:24.242","The cost per kg of $2.6551 exceeds the peer median by more than 5x, which is a significant anomaly. Both counterparties are recognizable real businesses, and there are no sanctions matches.","BLOCK","Cost per kg ($2.6551) exceeds 5x the peer median ($0.2558).","2026-08-01 23:41:14.911"
872,"COST_PER_KG_ANOMALY","HIGH","Cost/kg $2.6344 is more than 5x the peer median $0.2558 on MAEU01757","","RESOLVED","","2026-08-01 23:36:24.242","2026-08-01 23:41:24.752","AUTO-BLOCKED by AI decision. Reason: Cost per kg ($2.6344) exceeds 5x the peer median ($0.2558).",1747,"2026-08-01 23:36:24.242","The cost per kg of $2.6344 exceeds the peer median by more than 5 times, which is a significant anomaly. Both counterparties are recognizable real businesses, and there are no sanctions matches.","BLOCK","Cost per kg ($2.6344) exceeds 5x the peer median ($0.2558).","2026-08-01 23:41:22.969"
849,"HIGH_VALUE_ANOMALY","HIGH","Charges $8774 exceed the 99th percentile $8409 on OOLU08503","","RESOLVED","","2026-08-01 23:34:16.662","2026-08-01 23:34:24.764","AUTO-BLOCKED by AI decision. Reason: Cost per kg ($1.4079) exceeds the 95th percentile ($1.0692).",8497,"2026-08-01 23:34:16.662","The cost per kg of $1.4079 exceeds the 95th percentile of $1.0692, indicating a significant anomaly in pricing. Both counterparties are recognizable real businesses, and there are no sanctions matches.","BLOCK","Cost per kg ($1.4079) exceeds the 95th percentile ($1.0692).","2026-08-01 23:34:23.146"
850,"HIGH_VALUE_ANOMALY","HIGH","Charges $8772 exceed the 99th percentile $8409 on MAEU03225","","RESOLVED","","2026-08-01 23:34:16.662","2026-08-01 23:34:32.439","AUTO-BLOCKED by AI decision. Reason: Cost per kg ($2.0524) exceeds 5x the peer median ($0.2558).",3215,"2026-08-01 23:34:16.662","The cost per kg ($2.0524) exceeds 5x the peer median ($0.2558), indicating a significant anomaly in pricing.","BLOCK","Cost per kg ($2.0524) exceeds 5x the peer median ($0.2558).","2026-08-01 23:34:30.754"
851,"HIGH_VALUE_ANOMALY","HIGH","Charges $8760 exceed the 99th percentile $8409 on CAXU01631","","RESOLVED","","2026-08-01 23:34:16.662","2026-08-01 23:34:39.375","AUTO-BLOCKED by AI decision. Reason: Cost per kg ($1.8159) exceeds 5x the peer median ($0.2558).",1621,"2026-08-01 23:34:16.662","The cost per kg of $1.8159 exceeds the 95th percentile of $1.0692, indicating a significant anomaly in pricing.","BLOCK","Cost per kg ($1.8159) exceeds 5x the peer median ($0.2558).","2026-08-01 23:34:37.608"
852,"HIGH_VALUE_ANOMALY","MEDIUM","Charges $8747 exceed the 99th percentile $8409 on OOLU07659","","RESOLVED","","2026-08-01 23:34:16.662","2026-08-02 00:34:46.267","CLEARED by AI decision - no fraud confirmed. Reason: Cost per kg is within the normal range (1.46x the peer median of $0.2558) and there are no sanctions matches (0).",7653,"2026-08-01 23:34:16.662","The alert indicates a high-value anomaly, but the cost per kg is within the normal range (1.46x the peer median of $0.2558), and there are no sanctions matches. Both counterparties are recognizable real businesses. The key indicators are cost per kg ($0.3726) and sanctions matches (0).","CLEAR","Cost per kg is within the normal range (1.46x the peer median of $0.2558) and there are no sanctions matches (0).","2026-08-02 00:34:44.815"
853,"HIGH_VALUE_ANOMALY","MEDIUM","Charges $8728 exceed the 99th percentile $8409 on APZU01278","","RESOLVED","","2026-08-01 23:34:16.662","2026-08-02 00:34:55.043","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognizable real businesses.",1268,"2026-08-01 23:34:16.662","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN), sanctions matches (0), and recognizable counterparties (Panasonic Vietnam and Seven Eleven Japan). The cost per kg is $0.7031, which is 2.75x the peer median of $0.2558, but still within the normal range. Both counterparties are recognizable real businesses, and there are no sanctions matches.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognizable real businesses.","2026-08-02 00:34:53.585"
854,"HIGH_VALUE_ANOMALY","MEDIUM","Charges $8723 exceed the 99th percentile $8409 on MAEU06261","","RESOLVED","","2026-08-01 23:34:16.662","2026-08-02 00:35:03.180","CLEARED by AI decision - no fraud confirmed. Reason: Cost per kg is within the normal range (1.67x the peer median of $0.2558) and there are no sanctions matches (0).",6255,"2026-08-01 23:34:16.662","The alert indicates a high-value anomaly, but the cost per kg is within the normal range (1.67x the peer median of $0.2558), and there are no sanctions matches. Both counterparties are recognizable real businesses. The key indicators are cost per kg ($0.4263) and sanctions matches (0).","CLEAR","Cost per kg is within the normal range (1.67x the peer median of $0.2558) and there are no sanctions matches (0).","2026-08-02 00:35:01.780"
855,"HIGH_VALUE_ANOMALY","MEDIUM","Charges $8719 exceed the 99th percentile $8409 on MSKU05886","","RESOLVED","","2026-08-01 23:34:16.662","2026-08-02 00:35:12.739","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",5880,"2026-08-01 23:34:16.662","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is within the normal range.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:35:11.244"
856,"HIGH_VALUE_ANOMALY","MEDIUM","Charges $8715 exceed the 99th percentile $8409 on MSKU08222","","RESOLVED","","2026-08-01 23:34:16.662","2026-08-02 00:35:34.766","CLEARED by AI decision - no fraud confirmed. Reason: Cost per kg is within the normal range ($0.307, 1.2x the peer median of $0.2558) and no sanctions matches (0).",8216,"2026-08-01 23:34:16.662","The alert indicates a high-value anomaly, but the cost per kg is within the normal range (1.2x the peer median of $0.2558), and there are no sanctions matches. Both counterparties are recognizable real businesses. The key indicators are the cost per kg ($0.307) and sanctions matches (0).","CLEAR","Cost per kg is within the normal range ($0.307, 1.2x the peer median of $0.2558) and no sanctions matches (0).","2026-08-02 00:35:33.269"
841,"COST_PER_KG_ANOMALY","HIGH","Cost/kg $3.2871 is more than 5x the peer median $0.2558 on CAXU04156","","RESOLVED","","2026-08-01 23:34:16.393","2026-08-01 23:34:46.516","AUTO-BLOCKED by AI decision. Reason: Cost per kg ($3.2871) exceeds 5x the peer median ($0.2558).",4150,"2026-08-01 23:34:16.393","The cost per kg ($3.2871) significantly exceeds the peer median ($0.2558) and the 95th percentile ($1.0692), indicating a potential anomaly. Both counterparties are recognizable real businesses, and there are no sanctions matches.","BLOCK","Cost per kg ($3.2871) exceeds 5x the peer median ($0.2558).","2026-08-01 23:34:44.785"
842,"COST_PER_KG_ANOMALY","HIGH","Cost/kg $3.0871 is more than 5x the peer median $0.2558 on APZU01579","","RESOLVED","","2026-08-01 23:34:16.393","2026-08-01 23:34:53.135","AUTO-BLOCKED by AI decision. Reason: Cost per kg ($3.0871) exceeds 5x the peer median ($0.2558).",1569,"2026-08-01 23:34:16.393","The cost per kg of $3.0871 significantly exceeds the peer median of $0.2558 and the 95th percentile of $1.0692, indicating a potential anomaly in pricing.","BLOCK","Cost per kg ($3.0871) exceeds 5x the peer median ($0.2558).","2026-08-01 23:34:51.448"
843,"COST_PER_KG_ANOMALY","HIGH","Cost/kg $3.0829 is more than 5x the peer median $0.2558 on EGLV03941","","RESOLVED","","2026-08-01 23:34:16.393","2026-08-01 23:41:33.318","AUTO-BLOCKED by AI decision. Reason: Cost per kg ($3.0829) exceeds 5x the peer median ($0.2558).",3931,"2026-08-01 23:34:16.393","The cost per kg ($3.0829) significantly exceeds the peer median ($0.2558) and the 95th percentile ($1.0692), indicating a potential anomaly in pricing.","BLOCK","Cost per kg ($3.0829) exceeds 5x the peer median ($0.2558).","2026-08-01 23:41:31.583"
844,"COST_PER_KG_ANOMALY","HIGH","Cost/kg $3.0646 is more than 5x the peer median $0.2558 on YMLU03136","","RESOLVED","","2026-08-01 23:34:16.393","2026-08-01 23:41:40.159","AUTO-BLOCKED by AI decision. Reason: Cost per kg ($3.0646) exceeds 5x the peer median ($0.2558).",3126,"2026-08-01 23:34:16.393","The cost per kg of $3.0646 significantly exceeds the peer median of $0.2558 and the 95th percentile of $1.0692, indicating a potential anomaly.","BLOCK","Cost per kg ($3.0646) exceeds 5x the peer median ($0.2558).","2026-08-01 23:41:38.285"
845,"COST_PER_KG_ANOMALY","HIGH","Cost/kg $3.032 is more than 5x the peer median $0.2558 on ONEY01940","","RESOLVED","","2026-08-01 23:34:16.393","2026-08-01 23:41:47.973","AUTO-BLOCKED by AI decision. Reason: Cost per kg ($3.032) exceeds 5x the peer median ($0.2558).",1930,"2026-08-01 23:34:16.393","The cost per kg of $3.032 significantly exceeds the peer median of $0.2558 and the 95th percentile of $1.0692, indicating a potential anomaly.","BLOCK","Cost per kg ($3.032) exceeds 5x the peer median ($0.2558).","2026-08-01 23:41:46.255"
846,"COST_PER_KG_ANOMALY","HIGH","Cost/kg $2.9497 is more than 5x the peer median $0.2558 on APZU07368","","RESOLVED","","2026-08-01 23:34:16.393","2026-08-01 23:42:01.585","AUTO-BLOCKED by AI decision. Reason: Cost per kg ($2.9497) exceeds 5x the peer median ($0.2558).",7362,"2026-08-01 23:34:16.393","The cost per kg of $2.9497 exceeds the peer median by more than 5 times, which is a significant anomaly. Both counterparties are recognizable real businesses, and there are no sanctions matches.","BLOCK","Cost per kg ($2.9497) exceeds 5x the peer median ($0.2558).","2026-08-01 23:41:59.188"
847,"COST_PER_KG_ANOMALY","HIGH","Cost/kg $2.9207 is more than 5x the peer median $0.2558 on CMDU06591","","RESOLVED","","2026-08-01 23:34:16.393","2026-08-01 23:42:08.454","AUTO-BLOCKED by AI decision. Reason: Cost per kg ($2.9207) exceeds 5x the peer median ($0.2558).",6585,"2026-08-01 23:34:16.393","The cost per kg of $2.9207 significantly exceeds the peer median of $0.2558 and the 95th percentile of $1.0692, indicating a potential anomaly in pricing.","BLOCK","Cost per kg ($2.9207) exceeds 5x the peer median ($0.2558).","2026-08-01 23:42:06.724"
848,"COST_PER_KG_ANOMALY","HIGH","Cost/kg $2.783 is more than 5x the peer median $0.2558 on MAEU07886","","RESOLVED","","2026-08-01 23:34:16.393","2026-08-01 23:42:16.102","AUTO-BLOCKED by AI decision. Reason: Cost per kg ($2.783) exceeds 5x the peer median ($0.2558).",7880,"2026-08-01 23:34:16.393","The cost per kg of $2.783 exceeds the peer median by more than 5 times, which is a significant anomaly. Both counterparties are recognizable real businesses, and there are no sanctions matches. The key indicator is the cost per kg, which is $2.783 compared to the peer median of $0.2558.","BLOCK","Cost per kg ($2.783) exceeds 5x the peer median ($0.2558).","2026-08-01 23:42:14.344"
817,"COST_PER_KG_ANOMALY","HIGH","Cost/kg $4.0411 is more than 5x the peer median $0.2558 on CMDU06733","","RESOLVED","","2026-08-01 23:33:58.618","2026-08-01 23:51:49.595","AUTO-BLOCKED by AI decision. Reason: Cost/kg is 15.8x the peer median.",6727,"2026-08-01 23:33:58.618","The key indicator is the cost per kg, which is 15.8x the peer median cost per kg. This is significantly higher than the threshold for blocking, indicating a high risk of fraud or non-compliance.","BLOCK","Cost/kg is 15.8x the peer median.","2026-08-01 23:51:47.867"
818,"COST_PER_KG_ANOMALY","HIGH","Cost/kg $3.697 is more than 5x the peer median $0.2558 on OOLU08621","","RESOLVED","","2026-08-01 23:33:58.618","2026-08-01 23:51:55.883","AUTO-BLOCKED by AI decision. Reason: Cost per kg is 14.45x the peer median.",8615,"2026-08-01 23:33:58.618","The key indicator is the cost per kg, which is 14.45x the peer median cost per kg. This is significantly higher than the threshold for blocking, indicating a high risk of fraud or non-compliance.","BLOCK","Cost per kg is 14.45x the peer median.","2026-08-01 23:51:54.210"
